origin,dest,count
1101,1101,65.89189071393487
12095,45003,65.7848840277157
18089,18089,65.52269065437827
26161,26125,65.30089509584053
12095,34009,65.27384326196369
6067,6077,65.26701610587007
13185,13019,65.05869062254392
48085,48113,65.02721427963432
12095,10005,64.85571899907565
47155,45077,64.78147386003825
6059,53053,64.63210663088789
12095,13045,64.62342774191565
6085,6081,64.55538108663835
47155,1097,64.06896314886315
42049,42049,63.98614356531578
36067,36007,63.73003547516487
45043,45051,63.630194506227205
29209,29043,63.57681929785544
6059,49011,63.49953466889803
48029,48061,63.44592622074753
13121,13089,63.38339603060496
12095,10001,63.36905495325157
12095,6013,63.090305444659535
12095,26065,62.997388941795556
6067,6017,62.987094271097746
12095,13097,62.90447243893154
12095,1115,62.90447243893154
36067,36011,62.87310770732152
48029,48157,62.608277251405326
48029,48339,62.20141918058197
12095,13103,61.88239090742749
12095,37133,61.88239090742749
47155,13139,61.87443015844392
27049,27003,61.80889687853957
6037,49035,61.74598725690442
47155,13067,61.7034275877619
47155,47141,61.617926302420884
36067,36045,61.57184702281865
55111,17031,61.52820749225263
19155,19155,61.428300572745705
12095,13031,61.417808393107464
53063,53063,61.37895786896107
6059,6079,61.309895542384304
6059,4021,61.309895542384304
5143,5143,61.19947928861036
55063,55063,61.17203882220669
18163,18163,61.1215107228336
6095,6067,61.10360525120291
12095,26093,60.95322587878744
29209,29213,60.85007114876057
12095,28081,60.76739287305943
12095,18127,60.62801811876341
29209,5007,60.53583623195036
12095,20173,60.53510161589941
42043,42133,60.28543194180821
12095,22109,60.11697735301138
34009,34001,60.06779852202471
36035,36035,59.99529575600376
48439,48397,59.641416661139964
25021,25025,59.619616294095614
12095,26077,59.60593658725936
6037,6085,59.45652930243492
47155,47029,59.423393312001636
6059,6097,59.082504017137566
6037,6107,59.005575462918216
36067,36053,58.77889726095884
53053,53067,58.684229605122994
42003,42129,58.668216893774755
12057,12011,58.57585002444274
12095,37057,58.5373968043233
47155,13313,58.48287917325055
12095,47011,58.44448030145929
6059,48201,58.36520844121067
12095,37035,58.07281429000327
39043,39095,58.043229533803604
6089,6089,58.01750856544506
42043,42041,57.95035375858732
12095,31109,57.88698128427526
55111,55111,57.77522785226631
12095,39155,57.65469002711525
13121,13067,57.61070287133837
12095,53053,57.60823177568325
12095,37019,57.468857021387244
12095,44003,57.468857021387244
12097,12105,57.452655821974346
26073,26073,57.443229018916476
12095,39085,57.422398769955244
39035,39035,57.381977465467614
42077,42095,57.35507788312719
48439,48201,57.19726753702318
