origin,dest,count
13031,13031,85.30503239789523
8123,8123,85.18803279356088
41047,41047,85.13766282940587
12103,12057,85.1095759503548
5031,5031,84.841670091932
30031,30031,84.73806136813589
26161,26163,84.6221796856666
5119,5125,84.3642819197718
36061,34025,84.28288055696409
22051,22071,83.932246232301
55101,55101,83.74473300768071
25017,25009,83.15087470052516
13215,13145,82.98704841169595
42021,42021,82.8071384505332
13313,13313,82.65589981890615
12097,12095,82.52337459093324
12015,12015,82.48104130791718
13245,13245,81.98166163519595
8001,8001,81.4276017564866
20045,20045,81.12448100333023
6075,6085,81.11126968646717
54003,54003,80.66494153927479
29183,29189,80.55023302386728
23005,23031,80.49745827177678
36061,34039,80.38367255966682
25021,25023,80.28580441446118
12031,12019,80.05770171454564
37119,37097,79.50139369627786
46099,46083,79.4838420694017
29213,29213,79.22047077024585
48381,48381,79.1751317575492
37147,37147,78.90024705088857
34037,34037,78.823185360307
34011,34011,78.7849790326616
36005,36119,78.72242275576559
48453,48209,78.5202382999445
44009,44009,78.44477901718713
32003,6037,78.23340253111378
37001,37081,77.94591303850926
42077,42095,77.92721173672483
22033,22005,77.78248982143523
36075,36075,77.3546714861577
48113,48257,77.08868853789816
51810,51710,77.05045226522485
23031,23031,76.8918413361614
25021,25005,76.84856129946724
45007,45007,76.7530439065351
49049,49035,76.63086400142137
6067,6061,76.46291403796647
36005,36047,76.27411774183031
41051,41005,76.2350076406231
34005,34007,76.04277292202222
27123,27053,76.01409065492042
1125,1073,75.96821426675791
6001,6085,75.41354349327673
51540,51003,75.39385657050163
48265,48265,74.98314044238505
34031,34003,74.84775485713251
13113,13077,74.45574213914551
27053,27037,74.37323970117352
18109,18109,74.17396411830163
39151,39153,73.90232208859533
28081,28081,73.88779634060141
18095,18095,73.79271058004481
33011,25017,73.56578646264599
13137,13137,73.48068757595942
6037,6029,73.37623723432857
6073,6065,73.29632921119806
54081,54081,73.16638814256396
29189,29183,73.01394873235722
36109,36109,72.90252827381674
41051,53011,72.70296256246887
22055,22045,72.68447038280412
25009,25025,72.64964371718119
13135,13117,72.61333057055462
1073,1009,72.47939801021249
1103,1103,72.47865135827155
55063,55063,72.32989153826321
51770,51121,72.32948423052132
42091,42101,72.05164188435593
37191,37191,71.84538210692965
34003,34031,71.5465776380478
39035,39153,71.4288557023203
34013,34027,71.26626146667873
22055,22001,71.24206933120404
40143,40037,71.23878372287427
13059,13219,71.17689488531951
39133,39133,70.95319777297318
39089,39089,70.91567218136005
5009,5009,70.80251649713739
42017,42101,70.66910461374985
9003,25013,70.61047316315423
25001,25001,70.59322515618602
34039,34013,70.48019387252002
26121,26121,70.46617561520536
42101,34007,70.46605360724742
39049,39089,70.37988091541567
48113,48139,70.35432211886287
6067,6017,70.2058012547424
36007,36007,69.90881111923372
22055,22099,69.86238136880397
39035,39085,69.85877773437244
47011,47011,69.83275249609677
54107,54107,69.7808389937272
36061,6037,69.35257984936429
48029,48091,68.73126668052441
12085,12085,68.62606163855166
22055,22097,68.51404995100387
17077,17077,68.41343417405729
22033,22063,68.19625664704685
8069,8123,67.99285906961586
12095,12069,67.84868888999522
5131,5033,67.81846545556033
1077,1077,67.79439543918868
36093,36093,67.79292953786192
40143,40145,67.6914380474207
22109,22109,67.67216527989422
42019,42003,67.66543759150406
42095,42077,67.28969208484982
25023,25023,66.87100428923341
53077,53077,66.73173387251833
42085,42085,66.65986983480903
34025,34023,66.48467132674146
49057,49011,65.93819381142586
5063,5063,65.88208969182234
39173,39095,65.8157968611886
36001,36001,65.79726632055937
19033,19033,65.14247971079119
16019,16019,64.992443361038
47093,47009,64.58308387015168
17183,17183,64.56932000490619
51760,51087,64.46331014016924
42017,42091,64.02736605268541
51087,51087,63.99529646135161
42107,42107,63.69697307027492
45019,45015,63.411400111110446
28089,28049,63.30985578130886
12085,12111,63.30635865360464
37101,37183,63.18423042762165
42003,42019,62.99959540381258
21019,21019,62.7697583028989
30029,30029,62.63081506456143
34025,34029,62.61978840833519
26041,26041,62.588128643083365
13215,1081,62.46565049774942
17111,17111,62.403215555573944
39061,39017,62.343744441017186
45063,45079,62.2939013847644
48167,48201,62.263422671776645
19123,19123,62.20493206541344
6033,6033,62.08578475645402
36013,36013,61.97891021050057
1117,1021,61.87319326642468
27053,27003,61.860158732756084
47037,47165,61.7577087561954
8031,8005,61.69222211083363
13127,13127,61.64746693286753
6059,6071,61.579663774754934
37021,37089,61.50182282338114
39139,39139,61.3150182955386
51840,51069,61.15017373330218
24045,24045,61.130857930664355
41041,41041,61.078182678518274
13021,13021,60.93721715990239
6057,6057,60.707628149895704
21067,21113,60.523792161026584
12101,12057,60.45241964542952
55087,55139,60.40710199633366
36005,36081,60.1906371118246
39035,39103,60.031252675735686
26147,26147,59.91926934578043
51660,51660,59.60252510126006
33011,33015,59.20641088719317
36061,34027,59.08799811288942
39131,39131,58.932848522276046
13067,13223,58.761909233436015
42029,42091,58.40613446805561
48029,48187,58.37646665854804
25025,25009,58.35599820482362
21015,21015,58.350694085101566
37183,37063,58.32632626675022
29095,29047,58.28961345411472
8031,8059,58.111869934758495
31055,19155,58.019661311144866
23001,23001,57.98386503806211
17043,17089,57.964953084776475
18059,18059,57.81585396100332
41035,41035,57.796895142274685
55133,55079,57.7239270629992
13135,13297,57.61382843165778
6065,6037,57.54214581593837
13089,13135,57.51993825111928
37165,37165,57.49876838605803
36119,36005,57.409647512275285
34035,34035,57.34597063196261
39167,39167,57.144046796586544
26075,26075,57.10236293176013
20209,20091,57.093104929531314
12057,12103,56.82343739042209
6075,6037,56.73238152262118
6005,6005,56.47816407851556
24043,24043,56.460495788092395
6071,6059,56.422462720004816
13151,13063,56.4112340884439
40065,40065,56.100211205143474
55073,55073,56.0983624946791
37159,37159,56.08309239706995
48469,48469,55.97155458983721
55059,55059,55.918511768000975
6053,6053,55.77025116976052
51650,51650,55.66008216569131
18127,18127,55.58796947387832
51680,51680,55.53512688405591
39049,39045,55.50230163184128
46029,46029,55.385021939976816
34003,36087,55.367175352791755
48339,48201,55.34512618850437
37063,37183,55.337693748625135
41071,41071,55.32947604481432
36111,36111,55.319253304366114
36047,36103,55.292571528514
2090,2090,55.253367281491926
33001,33001,55.20721198433907
26163,26099,55.1776329401166
18057,18097,55.12114691620124
48183,48203,55.10668010937313
18081,18097,55.06006280599343
12019,12031,54.87957106094871
20169,20169,54.82574453986013
6073,6037,54.82514991743572
24021,24021,54.799641128978294
18141,26021,54.767738504277524
5119,5085,54.51983907359649
48251,48251,54.51086811155344
21111,21185,54.39002540376956
25027,25017,54.26113527635599
47119,47119,54.002568218384475
21067,21209,53.998181648191604
47149,47003,53.92245188316218
17031,18089,53.91866999273303
21067,21111,53.84874018606562
45041,45085,53.81148041263482
45041,45025,53.743679303337096
34021,34005,53.71406424071599
34007,42101,53.63835610397118
47179,47163,53.58984221654798
21067,21151,53.52495035145931
39153,39153,53.44527708924371
41043,41043,53.31788353411864
28089,28121,53.23965692129079
16083,16083,53.19620823973361
29001,29001,53.06564994341422
42013,42013,52.93552660557345
6059,6073,52.79918291546505
34003,34013,52.58305742708212
12069,12095,52.40196063882753
13135,13013,52.336225827231104
36061,12086,52.289379040678796
22063,22063,52.280061003272436
4021,4021,52.27388179830114
20011,20011,52.24876184018122
20091,29095,52.16477454706821
37119,37109,51.84191506074284
11001,51013,51.84079806239458
45041,45033,51.800047503468726
17089,17111,51.733064164155714
17137,17137,51.646986515610855
12089,12089,51.453681820150756
34003,34017,51.401120571828024
13121,13117,51.33734894724683
34013,34031,51.30725643332468
13135,13157,51.27144635440818
26057,26057,51.192433247203205
51760,51041,51.174540557260215
25021,25027,51.12614593560528
12115,12081,50.89951436860453
37071,37071,50.839805442106005
51630,51177,50.83713359493847
47113,47053,50.560688807196215
39011,39011,50.51240912481626
53029,53029,50.373658473588684
33009,33009,50.249287884826344
20173,20015,50.16040468011418
39003,39003,50.151133130837174
6061,6067,50.1469979713237
37111,37111,49.97589312677557
48041,48439,49.95327364437687
42091,42017,49.880802069313106
47065,13295,49.81923595993434
26017,26017,49.80872556085826
36089,36089,49.758058150153076
48121,48439,49.72962818945562
51630,51179,49.62390747305695
20209,20209,49.562535780103
37027,37027,49.55419411330179
55079,55133,49.287108103742625
40017,40017,49.24998820704904
6113,6113,49.24308970194925
27037,27053,49.117874858794394
12131,12131,48.83250411647765
18167,18167,48.7916795930035
27037,27139,48.76246331857158
37063,37135,48.757846930525886
37119,45091,48.75702046812173
47141,47141,48.722085672077895
45041,45027,48.65859610600704
40109,40083,48.6190356259354
26099,26147,48.578294753168144
8035,8035,48.57009147459807
17095,17095,48.55239660721796
48041,48029,48.51085388868818
48029,48325,48.493271390047795
36061,34031,48.49015073561993
6065,6073,48.300232413242654
25013,25015,48.14266650486247
9001,36119,47.780580357568255
5045,5119,47.74441668087126
48041,48085,47.71372718159705
51540,51540,47.69847258609757
47157,47047,47.656591286734546
23009,23009,47.65019178477964
37055,37055,47.635945566541736
40131,40131,47.59051318944852
36015,36015,47.5191462412923
47093,47001,47.47234692365432
37035,37027,47.44276700563651
18097,18063,47.35575493556213
42027,42027,47.18063039917119
48061,48061,46.961040312029496
55035,55035,46.94225804552965
40027,40087,46.89757864766895
48037,5091,46.82085958499203
13115,13233,46.819516174595044
6037,4013,46.812806141430436
25017,25027,46.67477209568798
36065,36065,46.62168671746703
51660,51165,46.55076290111557
42101,34005,46.5300806886765
36081,36005,46.403195712190154
47179,47019,46.342454031071966
24013,24013,46.331312085394366
47077,47077,46.32320003424263
51700,51700,46.30867846866718
28049,28049,46.29327428771882
9005,9005,46.25179826161515
6065,6059,46.190028084508754
40031,40031,46.126890506489794
48479,48479,46.04505828096325
48041,48339,46.04355693816804
23011,23011,45.958498582887
28035,28073,45.942120975485146
36011,36055,45.840391252756454
6001,6077,45.759725511623955
6099,6077,45.73260385836339
39035,39055,45.667946820805064
37067,37057,45.64155889912725
37013,37013,45.41513549610941
19193,19193,45.40455035389776
45075,45075,45.291160175350925
33015,33017,45.29101910998537
